id,age,salary,department_id,score,years_experience
5327,39,164752,20,57.24,0
5328,40,76414,18,45.75,9
5329,41,63146,3,79.96,12
5330,28,69642,10,83.21,2
5331,18,442162,8,3.21,1
5332,41,249559,8,98.32,16
5333,29,132647,8,34.18,2
5334,25,57743,15,77.69,0
5335,37,102808,2,5.36,6
5336,32,1543695,12,37.74,4
5337,31,52396,1,92.48,2
5338,28,83226,2,72.33,4
5339,25,63057,2,65.64,3
5340,34,654789,13,15.03,5
5341,45,11654599,13,69.46,12
5342,41,104305,3,72.06,3
5343,19,56612,19,60.02,0
5344,32,109706,4,92.3,4
5345,24,252127,17,11.12,0
5346,47,75551,12,93.76,20
5347,23,74684,5,94.94,1
5348,61,51900,7,44.57,28
5349,40,152507,7,50.54,11
5350,37,233755,10,42.66,11
5351,18,72785,20,62.88,1
5352,32,86340,9,93.55,1
5353,27,917813,18,25.51,5
5354,35,78137,3,58.63,7
5355,23,76402,18,20.04,0
5356,29,77146,18,27.35,4
5357,18,92295,2,77.54,1
5358,62,50325,12,73.36,26
5359,43,237746,8,76.45,13
5360,33,84773,5,64.82,3
5361,57,85931,4,15.64,12
5362,19,310169,12,55.79,0
5363,45,479428,13,37.91,16
5364,23,196631,5,14.43,0
5365,32,181190,11,13.18,3
5366,35,54349,20,62.7,3
5367,36,124548,11,23.04,0
5368,23,7370901,8,42.39,1
5369,24,164951,5,32.59,1
5370,43,58741,1,58.1,0
5371,32,142666,1,16.12,10
5372,39,81758,14,38.91,6
5373,40,123813,2,28.38,17
5374,39,58924,18,18.51,13
5375,28,57049,8,66.42,5
5376,48,15374620,2,30.94,25
5377,28,186861,5,72.27,5
5378,25,66801,16,45.66,3
5379,40,232545,5,65.34,2
5380,18,1634144,20,83.47,1
5381,39,60522,16,32.17,4
5382,30,107775,17,42.25,4
5383,39,494914,9,93.35,3
5384,35,95611,8,64.07,7
5385,26,498248,17,35.41,4
5386,18,71179,6,75.09,0
5387,21,64234,5,39.62,0
5388,31,89849,12,24.05,4
5389,22,363276,11,74.16,0
5390,19,3854662,11,39.2,0
5391,36,170088,10,45.39,1
5392,44,63666,15,18.48,7
5393,42,154217,16,70.64,19
5394,57,91560,6,98.85,30
5395,23,64701,4,0.33,1
5396,37,67486,11,67.09,6
5397,48,6782057,5,15.94,6
5398,28,244487,11,52.13,2
5399,34,191705,10,83.88,11
5400,35,276128,19,85.73,7
5401,18,93217,19,3.67,0
5402,27,126075,3,32.49,3
5403,38,89325,8,85.37,14
5404,41,61179,9,26.15,9
5405,47,54273,16,45.87,11
5406,48,72244,4,66.14,9
5407,55,90619,18,77.19,13
5408,38,91171,14,99.85,5
5409,25,261118,13,55.48,1
5410,28,194744,16,55.94,3
5411,28,2249655,17,8.81,4
5412,35,60411,1,93.44,4
5413,24,145217,20,88.18,0
5414,32,104478,19,55.54,4
5415,38,111855,3,50.71,9
5416,39,657412,9,52.23,9
5417,26,89558,18,18.53,1
5418,35,91233,11,11.25,8
5419,36,201460,18,69.89,9
5420,38,63755,14,97.25,14
5421,49,60897,12,97.76,4
5422,53,280288,7,34.51,18
5423,47,163822,9,92.18,13
5424,20,53978,20,48.48,1
5425,34,70978,14,99.02,1
5426,48,172012,16,34.2,13
5427,29,55548,8,49.92,6
5428,48,75409,14,3.94,20
5429,28,50802,10,55.55,3
5430,50,676211,4,27.61,7
5431,42,100755,14,94.85,17
5432,32,53988,19,78.83,6
5433,46,244296,7,35.63,5
5434,21,67152,14,14.56,0
5435,21,614335,8,36.62,1
5436,31,57578,4,31.29,7
5437,30,53839,1,23.02,5
5438,42,125258,2,67.28,20
5439,25,54754,10,42.63,0
5440,40,122224,7,11.97,11
5441,33,51489,14,63.89,11
5442,20,77630,17,8.85,1
5443,33,96923,10,90.1,2
5444,41,189583,13,46.22,19
5445,44,742275,19,13.43,18
5446,39,203456,10,14.15,11
5447,45,3215998,9,58.85,22
5448,28,121793,4,25.18,3
5449,46,70218,8,47.24,0
5450,27,59119,14,2.19,1
5451,45,707918,19,20.62,0
5452,19,58629,8,42.11,1
5453,61,64075,1,49.18,31
5454,18,13631575,2,49.11,0
5455,26,51654,20,21.77,2
5456,24,675900,11,85.24,2
5457,31,73189,8,46.21,8
5458,44,1468691,12,3.94,15
5459,19,102637,4,96.56,0
5460,37,79220,12,87.74,0
5461,43,110322,1,84.84,11
5462,46,67823,2,6.21,4
5463,44,78640,2,73.93,11
5464,41,90178,6,69.55,11
5465,18,147612,17,2.47,0
5466,41,497320,11,47.77,17
5467,52,62148,9,33.13,11
5468,51,311465,9,94.12,10
5469,43,52673,16,28.11,0
5470,43,184587,15,23.42,9
5471,43,403821,12,19.14,9
5472,30,86720,4,86.55,3
5473,46,160777,7,42.42,6
5474,53,425843,7,67.88,18
5475,24,186242,8,54.72,0
5476,38,1177127,10,92.71,3
5477,23,101266,3,96.39,1
5478,33,59115,13,57.6,0
5479,38,122637,3,43.45,6
5480,28,81147,2,13.35,4
5481,34,267884,12,69.76,12
5482,37,63286,11,3.17,10
5483,31,76942,4,21.91,9
5484,47,227812,3,0.75,10
5485,18,106278,4,50.41,0
5486,25,65376,10,50.08,0
5487,30,50936,1,96.72,4
5488,40,418870,8,81.33,14
5489,42,51526,11,97.92,6
5490,46,504449,9,87.85,22
5491,24,77703,15,65.88,1
5492,38,302155,10,40.68,6
5493,52,51612,13,19.51,29
5494,26,427723,1,93.37,2
5495,41,77508,7,29.56,10
5496,53,53728,19,57.64,18
5497,30,65036,12,86.93,1
5498,25,75256,13,44.96,1
5499,35,618896,11,96.14,1
5500,39,72089,8,74.28,7
5501,40,56434,9,87.41,16
5502,52,81820,1,49.98,4
5503,54,77184,10,76.24,13
5504,48,81675,17,70.51,11
5505,34,3750061,18,1.44,8
5506,32,75717,1,74.84,9
5507,47,70873,1,16.65,17
5508,41,73806,11,87.4,19
5509,33,223739,3,99.77,1
5510,44,51370,10,45.65,12
5511,49,123463,18,24.85,3
5512,22,847673,11,54.56,1
5513,40,69267,4,80.62,15
5514,40,62590,19,31.81,17
5515,24,61096,5,68.82,0
5516,18,61011,5,73.5,0
5517,44,382862,8,6.25,9
5518,50,844947,20,29.21,15
5519,32,75290,17,93.91,4
5520,29,57644,16,46.59,1
5521,34,159385,13,55.75,2
5522,20,57347,3,81.85,0
5523,53,54055,15,21.87,23
5524,46,288607,12,14.06,5
5525,47,218108,12,99.7,13
5526,44,305752,5,56.06,13
5527,40,68638,11,93.12,2
5528,34,108281,3,74.94,5
5529,26,225410,11,49.32,0
5530,31,175442,15,20.03,0
5531,18,53949,17,46.01,1
5532,34,786213,4,79.21,0
5533,38,60299,18,65.11,4
5534,40,82918,19,92.4,17
5535,35,50430,17,24.15,6
5536,21,85580,11,45.5,0
5537,52,52464,12,42.54,11
5538,39,70967,12,47.81,9
5539,28,53482,17,41.91,5
5540,25,111000,19,18.95,1
5541,49,61114,2,75.46,4
5542,42,74033,17,72.58,6
5543,42,125005,13,84.41,4
5544,45,91659,8,86.47,17
5545,43,75287,19,15.18,7
5546,25,107238,4,21.11,1
5547,35,549017,1,90.21,10
5548,38,79768,4,29.43,6
5549,20,101614,12,80.95,1
5550,45,478640,16,48.62,12
5551,24,269406,13,4.03,1
5552,26,366294,5,17.59,2
5553,41,128853,15,14.48,15
5554,24,89051,1,3.67,1
5555,23,98081,3,4.58,0
5556,48,80869,9,65.34,12
5557,48,57519,11,29.12,25
5558,42,50977,1,82.32,3
5559,24,454528,20,77.27,0
5560,31,54958,7,19.9,0
5561,29,124979,12,69.16,5
5562,34,356703,8,84.69,3
5563,40,482486,14,5.31,18
5564,39,134987,8,34.71,14
5565,37,65407,16,10.05,6
5566,33,65318,5,15.1,0
5567,33,162191,9,77.02,4
5568,44,90954,11,92.85,3
5569,40,111198,19,24.52,11
5570,21,267597,19,86.59,1
5571,51,2124735,19,67.11,0
5572,30,253084,9,50.58,7
5573,25,103346,14,13.17,1
5574,42,101320,9,67.4,4
5575,20,80580,7,92.3,1
5576,53,64339,18,17.46,4
5577,37,56953,18,52.36,9
5578,37,67866,17,82.03,2
5579,39,72257,8,20.98,1
5580,29,154203,7,57.44,6
5581,30,845751,2,8.43,5
5582,56,104386,20,56.14,27
5583,31,50193,10,17.65,6
5584,38,98476,7,78.15,6
5585,31,75516,15,31.73,5
5586,42,194095,4,4.18,19
5587,44,80135,9,85.66,1
5588,29,77979,11,24.6,0
5589,26,55557,6,59.51,2
5590,46,58309,6,56.54,17
5591,42,439289,7,15.67,12
5592,34,84962,11,4.6,4
5593,32,57766,7,67.08,6
5594,38,63324,20,23.07,9
5595,47,473615,10,68.77,8
5596,44,411709,8,11.68,5
5597,33,176702,10,73.53,2
5598,24,54748,17,67.9,2
5599,27,370594,15,7.45,1
5600,31,455507,8,74.72,6
5601,35,241412,8,90.72,4
5602,43,64660,6,84.95,5
5603,31,102092,10,74.44,8
5604,18,52718,17,94.7,1
5605,38,185126,15,99.11,5
5606,36,216497,8,15.06,0
5607,41,66898,9,57.37,18
5608,33,149314,14,4.66,5
5609,44,61660,2,90.58,15
5610,31,69960,12,44.31,8
5611,24,66278,1,64.88,1
5612,29,82559,19,1.26,5
5613,41,199956,5,89.07,4
5614,44,95162,12,50.6,14
5615,37,90716,15,38.8,14
5616,24,100243,12,83.22,2
5617,29,372555,16,44.19,6
5618,40,57473,4,63.76,13
5619,35,75283,6,99.29,9
5620,40,56833,8,43.66,8
5621,33,1149808,10,11.19,10
5622,18,135073,1,55.08,1
5623,39,117010,1,69.37,8
5624,26,54823,14,52.04,2
5625,18,74924,3,93.63,0
5626,30,113586,18,35.51,5
5627,34,139055,16,50.27,8
5628,38,260634,1,91.02,11
5629,25,60881,17,28.89,0
5630,41,82310,7,94.68,8
5631,47,122649,18,37.56,18
5632,24,344017,19,62.91,0
5633,32,232939,1,89.36,8
5634,44,60915,14,54.38,3
5635,33,106099,17,69.86,3
5636,23,194441,14,20.47,1
5637,28,119873,10,62.6,4
5638,49,274489,2,75.93,2
5639,40,24183156,5,52.92,14
5640,31,185897,7,9.03,9
5641,31,63647,19,6.78,3
5642,38,51963,13,81.19,8
5643,42,139964,14,48.55,6
5644,42,383252,18,95.91,13
5645,20,312306,10,76.7,1
5646,42,131899,19,82.88,14
5647,28,209599,3,35.71,5
5648,57,64296,10,39.32,30
5649,29,85772,7,31.72,6
5650,44,105708,19,3.28,1
5651,55,169469,2,76.46,2
5652,46,181386,6,80.34,7
5653,27,54398,2,78.65,0
5654,34,68504,13,38.09,9
5655,34,99974,2,32.28,0
5656,44,97613,9,26.6,9
5657,31,50418,11,5.47,3
5658,33,128402,18,1.63,3
5659,30,78446,19,74.97,0
5660,48,3412850,18,73.58,11
5661,39,51703,11,8.15,1
5662,27,252146,15,0.59,4
5663,38,141748,10,22.71,3
5664,31,84623,14,69.5,0
5665,35,343825,20,82.46,10
5666,26,173786,7,60.5,3
5667,27,88401,10,76.14,4
5668,55,126443,6,31.66,2
5669,25,140104,7,20.98,2
5670,41,60632,9,83.85,11
5671,41,83674,9,86.82,7
5672,36,64970,12,22.42,3
5673,49,53132,15,24.92,10
5674,41,250014,20,25.5,1
5675,18,124315,3,79.87,0
5676,23,79906,18,65.47,0
5677,35,60138,18,80.2,1
5678,32,1068776,10,72.78,10
5679,18,362975,12,27.57,1
5680,42,595714,4,2.48,4
5681,52,59916,11,89.15,20
5682,34,55636,15,5.55,2
5683,34,54299,10,62.44,8
5684,34,425783,10,57.95,4
5685,32,107007,15,50.62,2
5686,46,165990,8,86.38,7
5687,38,72546,7,41.99,13
5688,18,135647,11,44.53,0
5689,24,2921129,8,90.16,0
5690,28,353382,9,8.3,0
5691,67,219703,15,25.85,45
5692,45,75497,15,58.12,15
5693,26,63645,6,50.77,4
5694,35,155041,18,24.33,12
5695,43,1053387,5,22.58,4
5696,50,1038882,12,5.15,1
5697,43,655036,3,78.15,11
5698,26,1116998,8,19.32,2
5699,18,107244,6,78.25,1
5700,46,101422,15,52.51,3
5701,20,198700,6,54.39,0
5702,41,124470,16,44.01,15
5703,32,711322,13,42.41,0
5704,24,199021,20,9.87,2
5705,25,197784,4,14.53,0
5706,39,76517,17,45.09,1
5707,47,2912357,20,82.43,25
5708,35,59006,16,97.45,10
5709,49,110838,7,45.7,3
5710,29,57248,10,14.7,1
5711,25,1793165,12,71.32,3
5712,39,1276239,8,65.7,15
5713,33,95984,7,6.46,7
5714,48,78190,3,80.79,22
5715,55,61833,16,83.17,24
5716,45,55893,1,26.62,3
5717,55,246074,14,75.83,25
5718,21,433198,3,71.5,1
5719,43,121360,14,29.08,3
5720,31,83813,20,71.83,5
5721,52,50295,20,44.4,6
5722,42,107116230,18,4.99,18
5723,37,232802,14,99.11,14
5724,60,70913,13,18.45,14
5725,43,121581,3,41.72,8
5726,21,93242,16,37.91,0
5727,43,53799,14,22.0,3
5728,42,366956,11,43.91,19
5729,20,109364,6,35.77,0
5730,51,308863,2,9.03,3
5731,39,66963,11,31.63,15
5732,24,58514,20,68.59,0
5733,46,85982,17,81.8,2
5734,19,186378,19,88.43,0
5735,29,94669,18,46.08,3
5736,48,62969,17,94.07,6
5737,21,56969,14,45.46,1
5738,30,158353,16,4.68,1
5739,31,905131,18,9.54,3
5740,38,51405,8,10.98,6
5741,21,57821,6,26.66,0
5742,39,144920,4,45.51,11
5743,29,77375,14,14.43,5
5744,25,106109,9,1.17,0
5745,28,538529,15,24.23,1
5746,51,166200,11,33.5,25
5747,52,364629,16,26.99,19
5748,38,221006,12,84.5,7
5749,36,64598,10,23.2,7
5750,35,58549,2,70.65,1
5751,36,98538,16,0.8,10
5752,28,52429,17,93.78,6
5753,59,114521,10,20.36,30
5754,18,115826,4,50.19,1
5755,28,344917,3,47.97,5
5756,29,238667,20,48.27,3
5757,33,823904,6,46.82,4
5758,24,59336,18,41.96,2
5759,52,306667,6,78.9,19
5760,41,73803,2,3.45,9
5761,27,51387,8,93.16,2
5762,18,78700,3,24.71,1
5763,37,54697,17,86.09,5
5764,22,73619,7,97.68,1
5765,18,256880,17,2.21,0
5766,18,98046,14,24.56,1
5767,18,272215,17,84.92,0
5768,39,217748,4,88.19,8
5769,32,120965,14,55.48,2
5770,36,100040,19,4.07,3
5771,38,880171,15,85.48,12
5772,22,253296,18,32.16,0
5773,31,120981,20,32.01,1
5774,23,218599,3,84.93,0
5775,21,118234,13,87.8,1
5776,38,51194,7,9.54,13
5777,26,194140,12,64.97,1
5778,48,157213,5,88.33,23
5779,42,50699,1,97.19,15
5780,47,67889,20,30.66,19
5781,32,175139,13,49.8,8
5782,22,321521,19,79.4,0
5783,25,137988,4,82.86,1
5784,39,723979,18,88.66,2
5785,31,52331,17,19.11,5
5786,48,76175,5,42.42,17
5787,43,90529,17,69.32,18
5788,35,97505,15,57.33,4
5789,46,69384,19,42.21,17
5790,44,151524,17,98.68,13
5791,43,197384,14,35.28,2
5792,43,105225,1,80.11,5
5793,47,161272,10,86.84,18
5794,40,324824,12,92.95,3
5795,34,64125,6,56.07,8
5796,42,346303,9,59.06,3
5797,57,74561,5,56.71,31
5798,29,57044,20,2.06,7
5799,37,75071,18,8.13,0
5800,32,135073,4,59.25,4
5801,41,322646,15,77.77,9
5802,18,53838,19,3.82,0
5803,51,59836,3,94.83,3
5804,41,104531,20,11.31,2
5805,30,72235,3,67.0,2
5806,30,549621,6,98.24,7
5807,18,89243,12,9.61,1
5808,37,66772,3,13.48,7
5809,34,132182,5,94.79,2
5810,29,72831,11,5.02,4
5811,35,82480,15,76.18,6
5812,22,82438,20,63.19,1
5813,48,82826,3,70.34,15
5814,42,50992,10,89.81,16
5815,40,207343,20,0.29,15
5816,25,52791,1,12.51,1
5817,28,109455,19,48.19,0
5818,28,51494,15,72.37,0
5819,44,141261,14,80.48,6
5820,39,92813,14,93.77,6
5821,29,86663,8,79.12,0
5822,18,66824,5,27.6,1
5823,18,873303,16,91.72,1
5824,23,523801,16,67.11,1
5825,39,123664,12,78.38,10
5826,46,96174,6,91.33,3
5827,47,119727,14,90.9,6
5828,30,102051,15,86.86,5
5829,48,96586,15,40.02,23
5830,49,51432,7,59.8,9
5831,41,247050,1,45.24,15
5832,31,51458,9,96.84,5
5833,35,62897,5,39.38,1
5834,40,87338,17,1.3,11
5835,36,163318,3,21.35,12
5836,44,59358,15,86.48,17
5837,31,73884,15,72.14,6
5838,41,61796,16,47.77,8
5839,33,50701,20,34.93,11
5840,27,53807,6,52.96,5
5841,31,92928,5,52.43,1
5842,42,60383,5,26.26,1
5843,29,193458,18,46.76,0
5844,43,53741,17,90.11,19
5845,47,55465,9,70.74,2
5846,37,1423893,1,8.13,5
5847,33,141371,4,79.06,7
5848,32,19916493,5,93.62,10
5849,31,148934,17,17.23,0
5850,41,51070,3,6.5,2
5851,44,62876,11,34.15,15
5852,51,821090,12,84.34,21
5853,46,53480,7,85.87,3
5854,41,164892,1,29.52,14
5855,48,83507,5,65.03,13
5856,40,151495,6,45.36,16
5857,34,184057,12,83.94,5
5858,37,64386,14,24.43,3
5859,30,72720,5,52.08,6
5860,26,692909,20,61.19,1
5861,34,140774,4,57.95,2
5862,37,57045,20,40.35,12
5863,39,3028577,19,56.86,17
5864,41,2408758,8,25.55,5
5865,38,252254,1,55.15,7
5866,35,67973,19,5.04,2
5867,42,91135,12,64.85,19
5868,37,795905,4,83.71,14
5869,25,162525,14,73.19,3
5870,55,110154,10,92.68,6
5871,41,55818,17,63.86,11
5872,43,74092,14,22.58,17
5873,22,157170,14,66.9,1
5874,40,98668,6,35.46,6
5875,57,173291,5,48.46,30
5876,18,60322,11,88.29,1
5877,38,112025,14,4.01,6
5878,36,169362,15,0.78,13
5879,42,499910,9,55.28,19
5880,49,120019,1,33.0,18
5881,40,95232,11,70.13,18
5882,41,116763,20,29.19,9
5883,37,453704,17,90.44,7
5884,41,127754,11,9.3,5
5885,27,107703,18,39.25,2
5886,26,760335,7,53.75,3
5887,33,2514407,9,5.12,2
5888,42,196634,8,22.52,5
5889,30,185387,11,69.21,8
5890,18,57850,10,20.8,1
5891,37,69628,7,91.92,8
5892,25,67579,9,11.53,1
5893,18,59144,11,5.39,0
5894,20,112054,11,95.34,1
5895,35,137673,7,62.52,12
5896,26,53512,20,49.87,0
5897,33,54966,13,7.81,9
5898,31,103869,7,63.23,9
5899,39,64804,10,70.13,9
5900,40,1093898,4,27.11,7
5901,31,59184,8,11.04,6
5902,19,98903,10,62.41,0
5903,24,101471,20,62.52,1
5904,40,2074677,20,89.97,15
5905,39,60510,2,7.55,10
5906,18,56302,3,66.58,0
5907,45,91500,4,78.59,8
5908,31,69157,15,94.79,2
5909,47,67136,13,68.05,23
5910,37,91522,18,54.76,15
5911,30,460206,3,94.59,1
5912,25,95246,15,53.19,1
5913,32,503586,8,26.92,5
5914,37,392226,18,29.31,3
5915,23,289369,11,6.39,1
5916,29,147349,16,98.87,4
5917,39,100011,11,15.28,6
5918,29,77778,7,8.49,1
5919,41,228812,13,71.62,3
5920,44,251951,2,73.54,22
5921,34,59774,5,17.97,4
5922,27,50766,14,32.18,4
5923,20,55162,6,73.53,0
5924,28,143987,1,80.51,2
5925,44,62119,8,3.96,3
5926,29,62492,9,33.79,7
5927,45,258486,17,47.41,15
5928,18,622271,19,41.77,0
5929,35,186153,14,80.7,10
5930,39,144843,17,50.4,15
5931,18,7357439,19,87.69,1
5932,26,104362,3,2.92,2
5933,35,620822,15,46.48,13
5934,27,53593,16,90.44,0
5935,38,487225,11,10.34,2
5936,18,663177,20,59.87,1
5937,25,71487,5,29.93,0
5938,29,67904,9,54.69,5
5939,53,105467,12,26.91,10
5940,31,62418,5,86.88,5
5941,21,240301,13,25.76,1
5942,32,59698,9,56.96,9
5943,44,101512,2,22.24,2
5944,31,121366,2,96.99,2
5945,45,1516874,10,61.16,6
5946,28,56546,15,60.07,5
5947,23,142495,12,65.67,0
5948,43,61040,14,32.04,14
5949,22,483614,9,14.14,0
5950,50,160114,7,59.52,28
5951,39,312404,12,22.31,12
5952,45,172875,14,56.28,10
5953,40,87401,8,55.66,10
5954,40,144775,13,42.76,13
5955,47,54474,4,26.93,10
5956,51,61753,3,9.08,17
5957,47,54347,3,19.47,10
5958,32,51497,9,36.09,2
5959,41,191672,7,51.66,11
5960,38,185195,20,4.92,1
5961,34,55190,11,0.4,11
5962,39,63214,14,67.09,13
5963,36,55623,11,36.42,7
5964,18,414852,8,58.15,0
5965,47,740271,10,78.23,17
5966,44,61651,4,20.77,22
5967,34,52432,13,17.18,9
5968,20,106606,12,55.6,0
5969,34,294107,8,84.51,5
5970,38,64889,6,69.9,14
5971,47,102956,10,23.42,16
5972,34,71906,19,13.11,1
5973,48,69743,5,61.98,23
5974,38,71420,6,20.87,16
5975,29,58304,4,98.09,5
5976,30,68029,2,82.38,8
5977,50,67280,19,61.49,26
5978,49,101782,6,66.54,1
5979,44,875974,17,91.07,20
5980,25,931694,7,60.87,2
5981,23,50535,13,54.44,1
5982,45,88201,6,4.34,23
5983,33,205963,6,77.06,6
5984,37,53564,6,50.61,12
5985,37,200563,12,22.56,15
5986,28,229495,10,41.91,5
5987,43,69964,6,85.41,10
5988,39,51559,13,57.03,12
5989,36,67419,4,5.66,9
5990,23,60153,10,29.74,1
5991,20,150186,20,74.87,1
5992,39,202625,11,76.15,1
5993,56,78925,18,55.51,14
5994,40,52180,9,39.79,11
5995,37,94729,3,52.6,12
5996,48,267653,9,82.34,3
5997,31,87116,8,95.18,0
5998,30,118632,4,72.42,1
5999,28,96924,7,0.57,6
6000,51,143149,7,95.6,21
6001,35,134383,13,43.01,4
6002,22,62506,9,56.71,1
6003,24,254959,11,52.66,2
6004,29,6425895,16,86.62,3
6005,27,54207,14,70.04,0
6006,50,109713,4,14.71,6
6007,39,71298,4,61.68,3
6008,30,106774,17,89.17,4
6009,23,60573,20,29.31,0
6010,29,224283,20,11.85,1
6011,29,119865,18,17.41,6
6012,47,1755968,20,91.1,3
6013,38,975383,14,18.18,6
6014,29,278704,9,70.4,2
6015,40,154782,16,96.35,10
6016,27,107911,15,0.88,2
6017,39,123931,7,6.39,16
6018,26,483475,16,81.59,4
6019,34,74470,3,61.77,6
6020,33,452318,7,22.91,2
6021,37,62384,2,39.97,13
6022,34,59279,20,41.42,9
6023,53,60333,1,9.82,24
6024,34,146622,20,9.42,2
6025,36,67117,16,25.09,5
6026,21,52948,2,71.26,0
6027,40,91014,4,26.43,5
6028,46,133811,3,94.41,22
6029,47,624302,5,61.62,23
6030,38,63898,11,80.19,0
6031,56,146621,14,72.82,13
6032,33,60695,19,21.52,3
6033,32,66318,10,57.32,8
6034,43,175695,19,0.65,18
6035,44,177949,11,90.86,4
6036,32,80687,3,89.52,2
6037,33,71897,19,45.05,5
6038,50,276522,1,77.76,6
6039,28,221574,14,96.52,3
6040,30,90141,5,58.34,8
6041,40,185482,6,35.09,18
6042,38,311314,14,3.16,15
6043,27,65990,10,26.83,4
6044,42,62225,4,28.23,3
6045,35,51237,5,64.76,5
6046,43,79925,8,38.16,15
6047,27,202429,15,52.86,0
6048,33,57959,9,9.81,9
6049,34,62624,5,65.22,3
6050,47,80397,19,13.58,4
6051,43,71796,1,19.52,0
6052,53,63527,6,13.28,23
6053,23,113534,17,88.91,0
6054,44,653545,9,70.7,2
6055,40,183500,5,27.17,13
6056,31,910493,6,79.56,2
6057,46,81152,3,30.08,4
6058,65,603159,2,59.14,11
6059,36,160227,18,71.62,4
6060,32,122718,8,40.76,1
6061,36,221231,13,29.95,6
6062,45,131065,6,41.24,13
6063,23,84147,10,80.02,1
6064,42,59631,2,0.5,8
6065,45,133722,13,71.18,17
6066,36,114339,12,89.79,6
6067,18,50206,4,35.5,1
6068,31,88177,5,23.52,0
6069,46,81183,19,38.73,20
6070,32,201826,19,64.91,0
6071,25,89493,11,51.02,2
6072,29,56283,1,26.01,7
6073,35,1491874,18,44.41,3
6074,28,381780,15,1.74,3
6075,48,215206,5,1.16,8
6076,33,56332,9,13.7,10
6077,35,64699,10,39.04,9
6078,45,138574,18,15.27,5
6079,52,114671,12,22.36,28
6080,18,85072,14,91.78,1
6081,54,56171,3,15.96,18
6082,44,279171,16,86.19,12
6083,33,276912,12,25.11,0
6084,28,66243,12,21.13,3
6085,28,64499,10,81.51,6
6086,24,64487,6,69.07,1
6087,29,84180,11,79.9,7
6088,42,59857,19,43.28,9
6089,44,227177,5,99.83,5
6090,33,56158,11,14.35,11
6091,38,54266,20,53.56,10
6092,37,74948,14,70.44,1
6093,38,52338,3,14.15,2
6094,18,353776,8,17.28,0
6095,40,54060,4,37.85,12
6096,37,51120,13,92.38,6
6097,22,102221,13,98.16,0
6098,41,100777,2,2.36,4
6099,39,213265,2,70.63,15
6100,30,97397,19,1.94,2
6101,28,61114,20,51.48,2
6102,39,63761,20,20.94,2
6103,18,62833,5,32.56,0
6104,38,95642,14,50.69,1
6105,42,174307,14,81.63,8
6106,39,551963,1,59.97,3
6107,41,58778,7,4.81,0
6108,30,50470,11,8.25,2
6109,35,55934,2,15.16,10
6110,27,159284,11,8.04,4
6111,31,352391,5,31.8,7
6112,34,51234,18,25.69,0
6113,44,276584,19,68.06,6
6114,21,119435,10,1.37,0
6115,36,64129,10,62.72,11
6116,48,805224,14,50.46,9
6117,24,77880,16,47.99,2
6118,34,77298,12,46.92,6
6119,43,74354,16,44.4,21
6120,39,51839,7,89.84,8
6121,33,78964,5,62.87,6
6122,27,155235,8,49.95,0
6123,48,57848,14,97.37,13
6124,26,77698,6,95.47,2
6125,31,94557,16,75.96,6
6126,39,73348,4,87.41,4
6127,31,273632,9,5.64,9
6128,30,69462,14,2.71,7
6129,32,87255,19,85.47,10
6130,28,197987,4,7.29,5
6131,35,114061,17,77.46,10
6132,46,95151,4,47.17,1
6133,45,105211,1,33.17,16
6134,34,171154,19,63.91,3
6135,41,141904,15,83.14,15
6136,29,125755,17,84.62,4
6137,32,1614148,15,52.17,10
6138,31,56546,16,92.71,8
6139,33,78282,17,83.54,6
6140,25,76926,11,46.52,1
6141,30,89419,3,58.82,5
6142,45,53826,7,70.92,10
6143,49,169346,2,73.45,6
6144,29,153751,8,44.24,6
6145,49,757490,6,86.69,2
6146,32,202988,6,10.74,4
6147,39,59266,17,12.85,11
6148,42,71073,5,50.62,11
6149,38,94749,11,27.92,13
6150,44,108367,9,17.37,8
6151,18,341786,19,85.51,1
6152,32,178624,1,25.16,5
6153,32,123223,10,26.49,8
6154,33,168758,6,95.56,9
6155,24,241165,1,89.98,0
6156,18,57881,8,1.79,1
6157,41,1742982,11,23.73,2
6158,37,135198,15,24.65,5
6159,37,130268,2,98.22,14
6160,22,1660168,5,19.24,1
6161,37,76289,5,24.28,9
6162,37,118284,14,50.7,1
6163,37,71954,18,95.95,3
6164,37,83157,10,25.22,13
6165,29,101476,8,76.75,7
6166,40,204833,9,39.22,18
6167,35,60326,20,20.03,1
6168,38,56316,12,26.29,6
6169,45,179854,5,1.94,14
6170,48,55371,9,58.34,23
6171,22,212698,5,13.58,1
6172,39,61847,1,90.86,14
6173,31,84328,15,59.36,3
6174,42,52054,9,9.71,10
6175,34,157621,15,69.13,2
6176,39,109725,11,53.83,5
6177,21,54048,8,86.65,1
6178,32,222515,13,63.49,2
6179,55,80639,10,41.03,33
6180,32,73425,11,45.35,6
6181,24,54156,1,29.13,2
6182,31,109315,8,86.06,0
6183,38,84078,7,76.49,7
6184,39,140626,15,63.69,10
6185,47,63408,7,86.5,25
6186,21,70758,14,68.69,1
6187,32,200956,9,29.63,1
6188,37,416519,14,20.19,7
6189,27,107122,4,68.78,1
6190,33,63676,10,46.94,2
6191,42,151880,14,7.45,15
6192,35,51884,13,33.23,6
6193,22,258192,3,84.43,1
6194,46,91756,11,75.86,17
6195,20,59427,8,77.48,0
6196,56,1636558,13,47.0,30
6197,40,303999,2,16.34,4
